prefix,term,df,ttf
reduc,reductoras,503,610
reduc,reductionsocial,497,498
reduc,reductionists,473,567
reduc,reductionprivate,468,470
reduc,reduced.it,466,467
reduc,reductionrural,466,471
reduc,reducere,452,504
reduc,reducto,439,469
reduc,reducibilities,420,601
reduc,reduction.a,414,416
reduc,reducira,412,420
reduc,reducirla,408,412
reduc,reducirlo,393,399
reduc,reduciria,386,398
reduc,reducation,378,391
reduc,reductionin,333,337
reduc,reductionof,332,339
reduc,reduced.a,301,302
reduc,reducerea,297,338
reduc,reduccionismos,286,316
reduc,reduction.it,278,280
reduc,reductones,276,454
reduc,reducion,272,286
reduc,reduciría,272,285
reduc,reduction.we,271,274
reduc,reductiva,271,335
reduc,reducia,267,278
reduc,reduceras,261,281
reduc,reductone,257,434
recycl,recycling,243916,399576
recycl,recycled,116000,195599
recycl,recycle,51881,67868
recycl,recyclable,34210,41509
recycl,recyclability,15767,17905
recycl,recyclage,9671,11932
recycl,recycles,5321,5988
recycl,recycler,2102,3003
recycl,recyclers,1959,2999
recycl,recyclables,1538,2133
recycl,recyclization,1337,1478
recycl,recyclate,464,858
recycl,recyclates,438,678
recycl,recyclings,321,359
recycl,recyclés,307,329
recycl,recycling.the,244,246
recycl,recyclé,221,244
recycl,recyclages,154,164
recycl,recyclees,150,181
recycl,recycled.the,121,123
recycl,recyclee,103,115
recycl,recyclisierung,97,108
recycl,recyclant,95,99
recycl,recyclées,95,99
recycl,recyclabilite,91,107
recycl,recyclingfähigkeit,90,115
recycl,recycl,87,113
recycl,recycling.in,78,78
recycl,recycling.this,70,70
recycl,recyclent,68,69
recycl,recyclen,66,75
recycl,recyclingverfahren,64,68
recycl,recyclisation,64,74
recycl,recyclée,64,68
recycl,recyclic,62,87
recycl,recycle.the,58,58
recycl,recyclized,53,54
recycl,recycleable,48,59
recycl,recycling.it,47,47
recycl,recyclinggerechte,47,52
recycl,recyclingmaterial,44,52
recycl,recyclingquoten,44,44
recycl,recycleurs,42,54
recycl,recyclingbeton,38,52
recycl,recyclingbaustoffe,36,45
recycl,recycled.this,35,35
recycl,recycling's,34,37
recycl,recycling.j,34,51
recycl,recyclizations,34,37
recycl,recyclation,33,41
recycl,recyclingprozess,33,35
recycl,recycled.in,32,32
recycl,recyclabilities,30,33
recycl,recycling.however,30,30
recycl,recyclingquote,30,30
recycl,recyclabilité,29,32
recycl,recyclerie,29,36
recycl,recyclingbaustoffen,29,35
recycl,recyclingprozesse,29,30
recycl,recyclingmaterialien,28,34
recycl,recycleability,26,29
recycl,recycler's,26,29
recycl,recyclingprodukte,25,31
recycl,recyclisieren,25,25
recycl,recyclinggerechten,24,25
recycl,recyclebot,22,39
recycl,recycleur,22,27
recycl,recyclingorientierte,22,23
recycl,recyclinganlagen,21,23
recycl,recyclying,21,22
recycl,recycling.we,20,20
recycl,recyclingaktivitäten,20,20
recycl,recyclingfähige,20,20
recycl,recyclingpapier,20,23
recycl,recyclize,20,21
recycl,recycler’s,19,22
recycl,recyclinganlage,19,22
recycl,recyclingof,19,19
recycl,recyclingprozessen,19,19
recycl,recyclisiert,19,19
recycl,recycling.nat,18,23
recycl,recyclingfahigkeit,18,21
recycl,recyclingtechnik,18,19
recycl,recyclingfähig,17,17
recycl,recyclinggesellschaft,17,18
recycl,recycled.it,16,16
recycl,recycling.a,16,17
recycl,recyclingfaehigkeit,16,21
recycl,recyclingwirtschaft,16,16
recycl,recycling’s,16,16
recycl,recyclopedia,16,29
recycl,recycling.therefore,15,15
recycl,recycle.in,14,14
recycl,recyclinggerechtes,14,17
recycl,recyclingindustrie,14,15
recycl,recyclingkonzepte,14,14
recycl,recyclingunternehmen,14,15
recycl,recyclia,13,17
recycl,recycling.mol,13,22
recycl,recyclingand,13,14
rainfall,rainfall,321105,711332
rainfall,rainfalls,8235,10783
rainfall,rainfall.the,870,916
rainfall,rainfall.in,174,175
rainfall,rainfallrunoff,137,145
rainfall,rainfall's,95,112
rainfall,rainfall.this,91,93
rainfall,rainfall.it,90,91
rainfall,rainfallâ,83,130
rainfall,rainfall.however,58,58
rainfall,rainfall’s,54,61
rainfall,rainfalls.the,43,43
rainfall,rainfall.a,41,41
rainfall,rainfall.there,41,41
rainfall,rainfall.we,34,34
rainfall,rainfall.therefore,33,33
rainfall,rainfall.these,33,33
rainfall,rainfall.for,30,30
rainfall,rainfalling,28,32
rainfall,rainfall.and,26,26
rainfall,rainfall.based,26,26
rainfall,rainfall.results,25,25
rainfall,rainfall.as,24,24
rainfall,rainfall.keywords,24,24
rainfall,rainfall.thus,24,24
rainfall,rainfall.at,23,23
rainfall,rainfalland,23,24
rainfall,rainfall.on,22,22
rainfall,rainfall.during,21,21
rainfall,rainfall.to,21,21
rainfall,rainfall.when,21,21
rainfall,rainfall.moreover,19,19
rainfall,rainfall.furthermore,17,17
rainfall,rainfall.so,17,17
rainfall,rainfalldata,17,17
rainfall,rainfall.after,16,16
rainfall,rainfallrainfall,16,18
rainfall,rainfall.an,15,15
rainfall,rainfall.by,15,15
rainfall,rainfalll,15,15
rainfall,rainfall.soil,14,14
rainfall,rainfallinduced,14,14
rainfall,rainfall.with,13,13
rainfall,rainfallin,13,13
rainfall,rainfallintensity,13,14
rainfall,rainfall.but,12,12
rainfall,rainfall.rainfall,12,12
rainfall,rainfall.they,12,12
rainfall,rainfall.under,12,12
rainfall,rainfall.from,11,11
rainfall,rainfall.water,10,10
rainfall,rainfall.while,10,10
rainfall,rainfall.according,9,9
rainfall,rainfall.additionally,9,9
rainfall,rainfall.both,9,9
rainfall,rainfall.then,9,9
rainfall,rainfallsimulator,9,10
rainfall,rainfall.all,8,8
rainfall,rainfall.compared,8,8
rainfall,rainfall.further,8,8
rainfall,rainfall.meanwhile,8,8
rainfall,rainfall.using,8,8
rainfall,rainfalls.in,8,8
rainfall,rainfall.due,7,7
rainfall,rainfall.hence,7,7
rainfall,rainfall.key,7,7
rainfall,rainfall.statistical,7,7
rainfall,rainfall1,7,7
rainfall,rainfallis,7,7
rainfall,rainfalls.it,7,7
rainfall,rainfall.analysis,6,6
rainfall,rainfall.besides,6,6
rainfall,rainfall.correlation,6,6
rainfall,rainfall.each,6,6
rainfall,rainfall.finally,6,6
rainfall,rainfall.one,6,6
rainfall,rainfall.overall,6,6
rainfall,rainfallerosivity,6,6
rainfall,rainfallof,6,6
rainfall,rainfallrescue.org,6,6
rainfall,rainfalls.this,6,6
rainfall,rainfall.although,5,5
rainfall,rainfall.climate,5,5
rainfall,rainfall.if,5,5
rainfall,rainfall.its,5,5
rainfall,rainfall.low,5,5
rainfall,rainfall.meteorological,5,5
rainfall,rainfall.other,5,5
rainfall,rainfall.our,5,5
rainfall,rainfall.over,5,5
rainfall,rainfall.since,5,5
rainfall,rainfall.three,5,5
rainfall,rainfall.through,5,5
rainfall,rainfall.xlsx,5,5
rainfall,rainfallamount,5,5
rainfall,rainfalldependent,5,5
rainfall,rainfallevent,5,6
rainfall,rainfallrate,5,5
rainfall,rainfall.also,4,4
rainfall,rainfall.among,4,4
rain,rainfall,321105,711332
rain,rain,200522,343087
rain,rainy,69640,101104
rain,rainbow,64058,112267
rain,rainforest,40020,57219
rain,rainwater,30290,57983
rain,rainfed,26587,41239
rain,rains,23088,28895
rain,rainer,15208,18840
rain,rainforests,9808,12651
rain,rainfalls,8235,10783
rain,rainstorm,7376,15211
rain,raining,5953,7676
rain,raindrop,5851,10046
rain,raindrops,5022,7895
rain,rainstorms,3749,5185
rain,rainier,3260,4354
rain,raine,2478,3520
rain,rainbows,2336,3028
rain,rainey,2047,2732
rain,rainha,1941,2754
rain,rained,1690,1878
rain,rainflow,1332,1771
rain,rainout,1234,1762
rain,raines,1218,1857
rain,raina,1163,1701
rain,raingauge,1134,1657
rain,rainband,1105,2290
rain,rainbands,969,1867
rain,rainette,904,922
rain,rainfall.the,870,916
rain,rainless,766,1003
rain,rainbowfish,559,881
rain,raingauges,519,724
rain,raincoat,473,610
rain,rainhas,471,913
rain,rainmaking,463,711
rain,rain.the,441,462
rain,rainiest,391,429
rain,rainsford,347,521
rain,raingage,329,459
rain,rainald,309,370
rain,rainmaker,285,383
rain,raingeaud,273,473
rain,raineri,254,325
rain,rainville,253,303
rain,rainfrog,249,256
rain,rainrate,228,372
rain,rainbird,226,312
rain,rainbelt,225,410
rain,rainfastness,223,434
rain,rainin,221,261
rain,rainie,201,259
rain,rainbow's,199,239
rain,rainmakers,195,249
rain,raincoats,194,241
rain,rainsplash,191,277
rain,rainures,186,269
rain,rainfall.in,174,175
rain,rainproof,170,252
rain,raintree,166,243
rain,rainwaters,166,199
rain,rainstorm.the,163,182
rain,raingages,160,204
rain,rainis,156,318
rain,rainey's,153,199
rain,raindance,150,221
rain,rainscreen,145,253
rain,rainich,140,174
rain,rain's,138,157
rain,rainhae,138,166
rain,rainfallrunoff,137,145
rain,rainure,125,184
rain,rainham,116,147
rain,rainshadow,115,129
rain,raingardens,108,203
rain,rainger,108,143
rain,rainboth,107,131
rain,rain.in,105,106
rain,rainford,105,129
rain,rainbowfishes,104,123
rain,rainfal,99,104
rain,rainrates,97,156
rain,raincloud,95,169
rain,rainer's,95,160
rain,rainfall's,95,112
rain,rainfall.this,91,93
rain,rainwash,91,118
rain,rainfall.it,90,91
rain,rainfull,88,101
rain,rainhill,88,104
rain,rainwear,88,128
rain,rainfor,86,120
rain,raini,85,130
rain,rainero,84,100
rain,rainfallâ,83,130
rain,rainshelter,80,118
rain,rainwater.the,80,83
rain,rain’s,77,95
rain,rainbow’s,75,84
pump,pump,465111,866322
pump,pumping,164836,265146
pump,pumps,120424,178769
pump,pumped,111578,156627
pump,pumpkin,16597,39874
pump,pumpkins,1950,2818
pump,pump's,1844,2311
pump,pumpage,1503,2898
pump,pumpen,1222,1441
pump,pump.the,1065,1099
pump,pumpe,1032,1369
pump,pumpellyite,972,1745
pump,pumpability,890,1224
pump,pump’s,868,1092
pump,pumpkinseed,755,1428
pump,pumpless,716,1096
pump,pumpable,599,725
pump,pumpdown,279,411
pump,pumps.the,273,280
pump,pumpfunktion,252,301
pump,pumphrey,252,376
pump,pumper,240,352
pump,pump.in,185,190
pump,pumpout,176,267
pump,pumpa,148,211
pump,pumpy,145,220
pump,pump.it,144,146
pump,pump.this,144,144
pump,pumpers,139,187
pump,pumping.the,139,141
pump,pumphouse,119,166
pump,pumpkinseeds,112,209
pump,pumpernickel,111,163
pump,pumpi,106,137
pump,pumpprobe,106,110
pump,pump.a,105,106
pump,pumpings,96,118
pump,pumpleistung,92,101
pump,pumpkinbeetles,91,92
pump,pumpsets,85,124
pump,pumpentherapie,82,99
pump,pumpungan,82,144
pump,pumpellianus,81,126
pump,pump의,77,87
pump,pumps.in,76,90
pump,pumpjet,75,192
pump,pumpin,74,99
pump,pump.methods,70,70
pump,pumplinx,68,74
pump,pumplin,65,88
pump,pumpelly,63,80
pump,pump.results,62,62
pump,pumps.this,58,59
pump,pumpspeicherkraftwerke,56,60
pump,pumpt,53,61
pump,pump.we,52,55
pump,pumpspeicherkraftwerk,52,56
pump,pumpkin's,51,66
pump,pumpback,50,75
pump,pump.after,48,48
pump,pump.based,48,48
pump,pump.by,48,48
pump,pumpkin.the,46,51
pump,pumpset,46,59
pump,pumpspeicherwerk,45,49
pump,pumpens,44,51
pump,pumphouses,44,45
pump,pump.through,42,42
pump,pumpar,42,46
pump,pump1,40,56
pump,pumpjack,40,72
pump,pumparound,39,42
pump,pumps.it,39,40
pump,pumpjacks,37,47
pump,pumpoff,37,80
pump,pumpu,36,41
pump,pumpom,33,38
pump,pump.and,32,32
pump,pump2,32,43
pump,pumphead,32,41
pump,pumpversagen,32,35
pump,pumpand,31,31
pump,pumpian,31,35
pump,pumpscite,31,31
pump,pumpstation,31,41
pump,pump.at,30,30
pump,pumpkin’s,30,44
pump,pumpsystem,30,34
pump,pumpung,30,63
pump,pump.to,29,30
pump,pumps.a,29,31
pump,pump를,29,39
pump,pump.according,28,28
pump,pumpcrete,28,57
pump,pumpou,28,62
pump,pumpprinzips,28,47
pump,pumpspeicher,28,29
pump,pumpturbine,28,31
pump,pump.then,27,27
pump,pumpellyita,27,40
prevent,prevention,1730774,2434472
prevent,prevent,1562056,1749019
prevent,preventing,650868,723511
prevent,preventive,449838,602988
prevent,prevented,376875,424199
prevent,prevents,292670,315014
prevent,preventable,80586,97599
prevent,preventative,52366,60499
prevent,preventivas,21649,24946
prevent,preventiva,19385,24135
prevent,preventivo,13913,16907
prevent,preventif,12571,15920
prevent,preventivos,5969,6727
prevent,preventions,4906,5345
prevent,preventie,4044,4791
prevent,preventives,2726,3088
prevent,preventability,2720,4218
prevent,preventively,2522,2666
prevent,prevention's,2387,2467
prevent,preventer,1829,2647
prevent,prevention.the,1382,1401
prevent,preventivni,1238,1498
prevent,prevention.methods,1183,1183
prevent,preventieve,1130,1392
prevent,prevention’s,995,1022
prevent,preventivnih,720,937
prevent,preventivne,692,814
prevent,preventers,677,918
prevent,preventivamente,600,615
prevent,preventionists,587,733
prevent,preventivnich,538,677
prevent,preventifs,506,565
prevent,preventief,494,571
prevent,prevention.this,466,466
prevent,preventivno,426,486
prevent,preventation,415,467
prevent,prevention.in,406,410
prevent,preventivní,398,430
prevent,preventatives,388,458
prevent,prevention.a,388,391
prevent,prevention.we,320,321
prevent,preventatively,313,325
prevent,preventivnim,301,346
prevent,preventivi,298,324
prevent,prevented.the,280,281
prevent,preventional,249,283
prevent,preventivnog,248,311
prevent,preventorium,243,282
prevent,preventiv,240,271
prevent,preventionist,234,267
prevent,preventionof,221,223
prevent,prevention.it,210,211
prevent,prevention.to,185,185
prevent,preventivt,182,227
prevent,preventionand,178,183
prevent,prevention.results,175,175
prevent,preventivniho,167,199
prevent,prevente,166,171
prevent,preventivna,166,188
prevent,preventivně,152,197
prevent,preventiu,151,177
prevent,preventivních,150,164
prevent,preventi,147,161
prevent,preventív,137,159
prevent,prevention.conclusion,123,123
prevent,prevention.jama,116,140
prevent,preventioninfobytes,116,116
prevent,prevention.method,114,114
prevent,preventor,113,143
prevent,preventthe,109,109
prevent,prevention.however,106,106
prevent,prevented.in,104,104
prevent,prevention.experts,102,102
prevent,preventible,101,104
prevent,preventivnimi,99,103
prevent,preventa,94,123
prevent,preventable.the,92,94
prevent,prevented.this,91,91
prevent,prevention.contents,86,86
prevent,preventiebeleid,85,99
prevent,preventivnu,83,93
prevent,preventivista,80,93
prevent,preventivnega,77,105
prevent,prevention.there,76,76
prevent,preventionebooksview,76,76
prevent,prevention.j,75,94
prevent,preventioncancer,75,76
prevent,preventionjournal,72,88
prevent,preventio,71,71
prevent,preventza,69,120
prevent,preventricular,68,81
prevent,preventivmedel,67,102
prevent,preventors,66,78
prevent,prevention.keywords,65,65
prevent,preventitive,65,79
prevent,preventionin,63,64
prevent,preventivement,63,64
prevent,preventoria,63,65
prevent,prevention.as,62,62
prevent,preventius,61,66
prepare,prepared,1977365,2431680
prepare,prepare,445165,481428
prepare,preparedness,102164,168150
prepare,prepares,34374,35866
prepare,preparer,6465,7323
prepare,prepared.the,4082,4095
prepare,preparednessenvironmental,2812,2812
prepare,preparers,2561,4146
prepare,preparees,1558,1678
prepare,preparee,1190,1239
prepare,preparent,692,716
prepare,preparen,395,399
prepare,prepared.in,270,270
prepare,preparem,258,261
prepare,preparedby,230,234
prepare,prepared.it,191,191
prepare,prepared.this,176,176
prepare,prepared.a,152,152
prepare,prepared.then,147,147
prepare,prepared.after,133,134
prepare,preparetion,128,135
prepare,preparedness.the,121,123
prepare,prepared.these,105,105
prepare,prepared.by,92,94
prepare,prepared.and,85,85
prepare,prepared.results,83,83
prepare,prepared.its,82,83
prepare,prepared.their,82,82
prepare,preparedfrom,80,89
prepare,preparez,78,80
prepare,prepared.all,71,71
prepare,prepared.they,68,68
prepare,preparer's,64,93
prepare,prepared.we,61,61
prepare,prepareing,61,63
prepare,prepared.for,56,56
prepare,prepared.to,54,54
prepare,prepared.through,53,53
prepare,preparedfor,53,53
prepare,prepared.with,51,51
prepare,prepared1,46,46
prepare,preparedness.a,44,44
prepare,preparedwith,44,45
prepare,prepared.using,43,43
prepare,preparedness.this,42,42
prepare,prepared.effects,41,41
prepare,preparedusing,41,41
prepare,preparedand,40,40
prepare,preparedness.in,39,39
prepare,preparedto,38,38
prepare,prepared.as,36,36
prepare,preparedin,36,37
prepare,prepared.based,35,35
prepare,prepareren,34,39
prepare,preparemos,33,33
prepare,prepareness,30,44
prepare,prepareation,29,29
prepare,preparednes,29,33
prepare,prepared.according,28,28
prepare,prepared.from,28,28
prepare,prepared.one,28,28
prepare,prepared.when,28,29
prepare,prepared.however,27,27
prepare,preparethe,27,27
prepare,prepared2,25,25
prepare,prepared.at,24,24
prepare,prepared.both,24,24
prepare,preparedness.methods,24,24
prepare,prepared.an,23,23
prepare,prepared.conclusion,23,23
prepare,preparei,23,24
prepare,prepared.finally,22,22
prepare,prepared.first,22,22
prepare,prepareded,22,22
prepare,preparea,21,21
prepare,prepared.methods,21,21
prepare,prepared.on,21,21
prepare,preparedeness,21,22
prepare,prepareed,21,21
prepare,preparental,21,26
prepare,preparera,21,21
prepare,preparer’s,21,38
prepare,preparestudents,21,21
prepare,prepared.some,20,20
prepare,prepared.there,20,20
prepare,prepared.two,20,20
prepare,prepared.under,20,20
prepare,preparedly,20,20
prepare,preparefor,20,20
prepare,preparetions,20,21
prepare,prepare.the,19,19
prepare,prepared.compared,19,19
prepare,prepared.each,19,19
prepare,preparement,18,21
prepare,preparedas,17,17
prepare,preparering,17,20
prepare,prepared.furthermore,16,16
prepare,preparedaccording,16,16
prepare,preparenthood,16,30
prepare,prepared.different,15,15
precipitat,precipitation,610383,1134440
precipitat,precipitated,104940,131302
precipitat,precipitate,76578,97608
precipitat,precipitates,68909,104354
precipitat,precipitating,47092,57707
precipitat,precipitations,13186,17587
precipitat,precipitator,6774,10495
precipitat,precipitators,3108,4033
precipitat,precipitation.the,1692,1749
precipitat,precipitative,300,372
precipitat,precipitation.in,272,274
precipitat,precipitately,227,227
precipitat,precipitation.this,152,157
precipitat,precipitates.the,150,153
precipitat,precipitation.it,127,129
precipitat,precipitation's,123,138
precipitat,precipitate.the,112,113
precipitat,precipitation.however,87,87
precipitat,precipitat,85,91
precipitat,precipitati,74,80
precipitat,precipitator.the,72,73
precipitat,precipitation.a,66,66
precipitat,precipitational,66,83
precipitat,precipitation.results,63,63
precipitat,precipitation.we,60,60
precipitat,precipitationâ,59,63
precipitat,precipitation’s,59,69
precipitat,precipitaton,57,58
precipitat,precipitated.the,52,53
precipitat,precipitation.these,50,50
precipitat,precipitation.when,49,51
precipitat,precipitation.after,48,48
precipitat,precipitation.and,46,46
precipitat,precipitation.there,45,45
precipitat,precipitations.the,42,42
precipitat,precipitation.for,41,41
precipitat,precipitation.to,40,42
precipitat,precipitation.therefore,39,39
precipitat,precipitator's,39,52
precipitat,precipitatio,37,38
precipitat,precipitato,36,39
precipitat,precipitationshed,35,72
precipitat,precipitate's,34,40
precipitat,precipitation.using,34,34
precipitat,precipitationin,34,34
precipitat,precipitation.at,33,33
precipitat,precipitation.as,32,32
precipitat,precipitation.with,32,33
precipitat,precipitationand,32,32
precipitat,precipitates.in,31,31
precipitat,precipitation.according,31,31
precipitat,precipitats,31,44
precipitat,precipitatation,30,30
precipitat,precipitation.by,30,30
precipitat,precipitationof,30,30
precipitat,precipitation.during,29,29
precipitat,precipitation.on,29,29
precipitat,precipitatable,27,33
precipitat,precipitation.based,27,27
precipitat,precipitation.our,27,27
precipitat,precipitation.from,25,25
precipitat,precipitatie,24,26
precipitat,precipitation.then,24,24
precipitat,precipitatin,23,23
precipitat,precipitation.furthermore,22,22
precipitat,precipitation.moreover,22,22
precipitat,precipitation.thus,22,22
precipitat,precipitationmethod,22,22
precipitat,precipitation.finally,21,21
precipitat,precipitation.precipitation,21,21
precipitat,precipitation.so,20,20
precipitat,precipitates.it,19,19
precipitat,precipitates.this,19,19
precipitat,precipitation.an,18,18
precipitat,precipitata,17,21
precipitat,precipitate.in,17,17
precipitat,precipitation.keywords,17,17
precipitat,precipitation1,17,17
precipitat,precipitationsheds,17,23
precipitat,precipitation.all,16,16
precipitat,precipitation.conclusion,16,16
precipitat,precipitation.under,16,16
precipitat,precipitates.a,15,15
precipitat,precipitation.but,15,15
precipitat,precipitation.meanwhile,15,15
precipitat,precipitation.methods,15,16
precipitat,precipitation.two,14,14
precipitat,precipitate.it,13,13
precipitat,precipitation.its,13,13
precipitat,precipitation.temperature,13,13
precipitat,precipitation.through,13,13
precipitat,precipitation.water,13,13
precipitat,precipitation.while,13,13
precipitat,precipitatory,13,15
precipitat,precipitated.it,12,12
precipitat,precipitates.for,12,12
precipitat,precipitates.when,12,12
precipitat,precipitating.the,12,12
precipitat,precipitation.both,12,12
precipitat,precipitation.compared,12,12
pm2,pm2.5,56797,176175
pm2,pm2,3333,7056
pm2,"pm2,5",941,1999
pm2,pm2．5,430,881
pm2,pm25,313,465
pm2,pm21,310,827
pm2,pm20,168,219
pm2,pm2.1,147,262
pm2,pm2000,147,218
pm2,pm2_supporting,101,138
pm2,pm2.5의,99,159
pm2,pm20d1,99,239
pm2,pm2.5and,77,120
pm2,pm2.5in,69,94
pm2,pm2.0,67,73
pm2,pm23,52,87
pm2,pm2.5concentration,51,81
pm2,pm24,51,80
pm2,pm200,48,66
pm2,pm2.2,44,55
pm2,pm27,44,78
pm2,pm2.3,42,45
pm2,pm2.9,41,41
pm2,pm22,41,60
pm2,pm2.5와,39,42
pm2,pm2a,38,114
pm2,pm2.6,37,38
pm2,pm2.8,35,35
pm2,pm28,35,56
pm2,pm2.5was,34,37
pm2,pm2.5were,33,36
pm2,pm2.4,31,31
pm2,pm2.5concentrations,31,44
pm2,pm250,27,31
pm2,pm2.5absorbance,26,38
pm2,pm2.5는,26,32
pm2,pm2.5에,26,31
pm2,pm2.5abs,25,53
pm2,pm2.7,24,24
pm2,pm2_5_dry,24,24
pm2,pm2i,22,42
pm2,pm25.05x0625_na,21,21
pm2,pm25_no2_o3,21,21
pm2,pm26,21,22
pm2,pm2.5pollution,20,28
pm2,pm212,20,90
pm2,pm2hw2n,19,36
pm2,pm2.5is,18,20
pm2,pm2.5를,18,22
pm2,pm2g,18,29
pm2,pm2.5samples,17,21
pm2,pm2s,17,45
pm2,pm2.5mass,16,23
pm2,pm2d,15,34
pm2,pm2k,15,22
pm2,pm2.5levels,14,16
pm2,pm2b,14,40
pm2,pm2.5exposure,13,18
pm2,pm2.5가,13,15
pm2,pm29,13,17
pm2,pm2.5on,12,17
pm2,pm25ac,12,12
pm2,pm25co.yyyymm_cctm_photdiag1,12,12
pm2,pm2tec,12,13
pm2,pm2m,11,23
pm2,pm2.5_2010010100_2010123123_lcc.png,10,10
pm2,pm2.5during,10,10
pm2,pm2.5æµ,10,42
pm2,pm2gc,10,16
pm2,pm2o3,10,12
pm2,pm2.5µm,9,16
pm2,pm233,9,21
pm2,pm260,9,9
pm2,pm2701,9,9
pm2,pm280,9,9
pm2,pm28a,9,61
pm2,pm290,9,9
pm2,pm2c,9,15
pm2,pm2.5are,8,8
pm2,pm2.5at,8,9
pm2,pm2.5emission,8,13
pm2,pm2.5from,8,9
pm2,pm2.5with,8,10
pm2,pm2014,8,8
pm2,pm20d2,8,22
pm2,pm221,8,16
pm2,pm226,8,13
pm2,pm25s,8,8
pm2,pm2l,8,27
pm2,pm2p,8,36
pm2,pm2p5,8,10
pm2,pm2.5_emep,7,7
pm2,pm2.5emissions,7,10
pm2,pm2.5å,7,15
pm2,pm2.5농도,7,7
pm2,pm210,7,13
pm2,pm213,7,7
pm2,pm217,7,12
pm2,pm21n,7,8
pm2,pm2.5_20200101,6,6
panel,panel,858737,1298951
panel,panels,197856,323208
panel,panelists,21832,30256
panel,panelis,6050,9870
panel,panelist,4349,5175
panel,paneles,4324,6066
panel,panel's,3754,4496
panel,panellists,3455,4620
panel,panela,1899,3440
panel,panel’s,1627,1938
panel,paneling,796,962
panel,panel.the,738,769
panel,paneli,656,794
panel,panelistas,643,735
panel,paneled,569,659
panel,panels.the,513,533
panel,panellist,497,546
panel,panelu,415,493
panel,panelas,389,561
panel,panelling,385,430
panel,panelized,330,502
panel,panelera,316,465
panel,paneldaten,302,370
panel,panelled,278,309
panel,panella,257,311
panel,paneldata,241,249
panel,panell,219,282
panel,panelitian,191,196
panel,panelin,188,260
panel,panelowych,184,198
panel,panelen,179,258
panel,panelist's,173,199
panel,panele,167,185
panel,panells,165,238
panel,panelových,163,201
panel,panellus,162,245
panel,paneller,160,189
panel,panelů,156,194
panel,panellerin,155,261
panel,panel.in,149,149
panel,panelstudie,148,163
panel,panel.a,121,122
panel,panelleri,114,127
panel,panels.in,114,114
panel,panelli,109,146
panel,panel.this,100,100
panel,panelero,98,132
panel,panellerinin,94,111
panel,panelist’s,93,111
panel,panelleden,89,172
panel,panel의,88,97
panel,panelowe,87,87
panel,panel.results,86,86
panel,panelde,85,95
panel,panely,84,99
panel,panels.this,76,76
panel,panelization,75,100
panel,panel.hasil,73,74
panel,panelistler,73,82
panel,panel.we,72,72
panel,panel.specifically,69,69
panel,paneleros,69,84
panel,panelised,65,92
panel,panels.a,63,63
panel,panelanalyse,62,70
panel,panelboard,61,92
panel,panelowej,61,69
panel,panelbefragung,60,61
panel,panelinin,60,80
panel,panelists.the,58,59
panel,panels.we,58,58
panel,panellit,55,77
panel,panelova,54,57
panel,panelapp,52,63
panel,panelista,51,60
panel,panel.j,49,66
panel,panelistes,49,63
panel,panelove,49,51
panel,panel.it,47,48
panel,paneldatensatz,46,47
panel,panelového,46,46
panel,panel.view,45,54
panel,panel1,45,55
panel,paneleiras,45,103
panel,panellerde,44,51
panel,panelthese,42,42
panel,panelboards,41,48
panel,panelof,41,41
panel,panelowa,41,48
panel,panels.it,41,44
panel,paneleras,40,51
panel,paneloveho,40,56
panel,paneldiskussion,39,42
panel,panelne,39,41
panel,panelinde,38,44
panel,paneldiscussie,37,39
panel,panelowego,37,40
panel,panelview,36,62
panel,panelthe,35,37
panel,paneladvertisingopen,34,34
paleo,paleontology,148769,301209
paleo,paleobiology,117784,155031
paleo,paleozoic,39248,60624
paleo,paleo,33561,48065
paleo,paleobotany,30832,46143
paleo,paleontological,20974,24043
paleo,paleocene,18811,30442
paleo,paleogene,17730,25517
paleo,paleoclimate,14446,18671
paleo,paleoenvironmental,14096,16863
paleo,paleomagnetic,13117,21802
paleo,paleolithic,11338,18337
paleo,paleoclimatic,9105,10904
paleo,paleoproterozoic,8421,12150
paleo,paleogeographic,7962,9600
paleo,paleoecology,6488,7608
paleo,paleogeography,6286,7514
paleo,paleoecological,5790,6886
paleo,paleobiota,5445,5454
paleo,paleoenvironment,4898,5693
paleo,paleomagnetism,4698,5476
paleo,paleovertebrates,4422,4435
paleo,paleoanthropology,4245,4507
paleo,paleosol,4008,6889
paleo,paleoceanographic,3979,4818
paleo,paleosols,3904,6994
paleo,paleoenvironments,3630,4087
paleo,paleontología,3574,3933
paleo,paleophytic,3422,3426
paleo,paleontológica,3378,3738
paleo,paleobotanique,3143,3173
paleo,paleopalynology,2987,3031
paleo,paleotemperature,2507,3192
paleo,paleontologists,2490,2854
paleo,paleolítico,2369,2620
paleo,paleoceanography,2331,2685
paleo,paleoseismic,2247,3324
paleo,paleoindian,1998,3123
paleo,paleocurrent,1946,2724
paleo,paleointensity,1794,3484
paleo,paleoclimatology,1747,1953
paleo,paleontologia,1675,2490
paleo,paleolimnological,1668,2120
paleo,paleopathology,1551,2068
paleo,paleoproductivity,1521,2576
paleo,paleontologic,1516,1722
paleo,paleoinvertebrates,1511,1521
paleo,paleobotanical,1427,1661
paleo,paleotemperatures,1333,1618
paleo,paleography,1328,1625
paleo,paleolithique,1327,1946
paleo,paleovert,1320,1328
