item_id,doi,wos_id,scopus_id,openalex_id,s2_id,pubmed_id,dimensions_id,publication_year,source,title,username,incl|1,incl|0,reason|0,reason|1,reason|2
4baca752-4e82-495e-aa1e-c647ac785af4,,,,W2437586647,,https://pubmed.ncbi.nlm.nih.gov/3930632,,1985,PubMed,[Studies on normal and pathological human cartilage proteoglycans with metrizamide density gradient ultracentrifugation].,coder_008,0,1,,,
4bb31e5a-fc9f-45c5-8e6c-c47e1e8851b8,10.31201/ijhmt.1667533,,,W4415032444,,,,2025,International Journal of Health Management and Tourism,Trends in Health Management Research: An Analysis of Tübitak 2209 Student Projects,coder_009,0,1,,,
4bb31e5a-fc9f-45c5-8e6c-c47e1e8851b8,10.31201/ijhmt.1667533,,,W4415032444,,,,2025,International Journal of Health Management and Tourism,Trends in Health Management Research: An Analysis of Tübitak 2209 Student Projects,coder_010,0,1,,,
4bb31e5a-fc9f-45c5-8e6c-c47e1e8851b8,10.31201/ijhmt.1667533,,,W4415032444,,,,2025,International Journal of Health Management and Tourism,Trends in Health Management Research: An Analysis of Tübitak 2209 Student Projects,coder_004,0,1,,,
4bb31e5a-fc9f-45c5-8e6c-c47e1e8851b8,10.31201/ijhmt.1667533,,,W4415032444,,,,2025,International Journal of Health Management and Tourism,Trends in Health Management Research: An Analysis of Tübitak 2209 Student Projects,coder_011,0,1,,,
4bc63878-a492-43f0-890f-4af420ec06f4,10.56326/jptsk.v3i2.4222,,,W4410844627,,,,2025,Jurnal Penelitian Teknik Sipil Konsolidasi,Analisis Pengendalian Banjir pada Wilayah Kelurahan Takkalasi Kabupaten Barru,coder_006,0,1,,,
4bc63878-a492-43f0-890f-4af420ec06f4,10.56326/jptsk.v3i2.4222,,,W4410844627,,,,2025,Jurnal Penelitian Teknik Sipil Konsolidasi,Analisis Pengendalian Banjir pada Wilayah Kelurahan Takkalasi Kabupaten Barru,coder_001,1,0,,,
4bc63878-a492-43f0-890f-4af420ec06f4,10.56326/jptsk.v3i2.4222,,,W4410844627,,,,2025,Jurnal Penelitian Teknik Sipil Konsolidasi,Analisis Pengendalian Banjir pada Wilayah Kelurahan Takkalasi Kabupaten Barru,coder_013,1,0,,,
4bd721eb-1591-4055-9daf-e3c3984c532e,10.1063/1.453525,,,W1990806827,,,,1987,The Journal of Chemical Physics,Ferroelectric structure and related properties of Pb5W3O9F1,coder_004,0,1,,,
4bd721eb-1591-4055-9daf-e3c3984c532e,10.1063/1.453525,,,W1990806827,,,,1987,The Journal of Chemical Physics,Ferroelectric structure and related properties of Pb5W3O9F1,coder_001,0,1,,,
4bd721eb-1591-4055-9daf-e3c3984c532e,10.1063/1.453525,,,W1990806827,,,,1987,The Journal of Chemical Physics,Ferroelectric structure and related properties of Pb5W3O9F1,coder_002,0,1,,,
4beeae2d-7544-41b9-9f50-87763119997d,10.1201/b19490-8,,,W2477058378,,,,2016,,Flavor Challenges in Functional Beverages,coder_006,0,1,,,
4beeae2d-7544-41b9-9f50-87763119997d,10.1201/b19490-8,,,W2477058378,,,,2016,,Flavor Challenges in Functional Beverages,coder_000,0,1,,,
4beeae2d-7544-41b9-9f50-87763119997d,10.1201/b19490-8,,,W2477058378,,,,2016,,Flavor Challenges in Functional Beverages,coder_007,0,1,,,
4beeae2d-7544-41b9-9f50-87763119997d,10.1201/b19490-8,,,W2477058378,,,,2016,,Flavor Challenges in Functional Beverages,coder_008,0,1,,,
4c2069ac-4dad-42df-a587-e4fb0e3e9ba0,,,,W2337160913,,,,2015,半导体学报：英文版,Impact of continuing scaling on the device performance of 3D cylindrical junction-less charge trapping memory,coder_009,0,1,,,
4c2069ac-4dad-42df-a587-e4fb0e3e9ba0,,,,W2337160913,,,,2015,半导体学报：英文版,Impact of continuing scaling on the device performance of 3D cylindrical junction-less charge trapping memory,coder_010,0,1,,,
4c2069ac-4dad-42df-a587-e4fb0e3e9ba0,,,,W2337160913,,,,2015,半导体学报：英文版,Impact of continuing scaling on the device performance of 3D cylindrical junction-less charge trapping memory,coder_011,0,1,,,
4c2e74ec-a19a-40c6-8d96-51c423442e1a,10.32744/pse.2023.1.8,,,W4323358584,,,,2023,Perspectives of science and education,Differentiated approach to the motor activity organization of students in the process of physical education at the university,coder_009,0,1,,,
4c2e74ec-a19a-40c6-8d96-51c423442e1a,10.32744/pse.2023.1.8,,,W4323358584,,,,2023,Perspectives of science and education,Differentiated approach to the motor activity organization of students in the process of physical education at the university,coder_010,0,1,,,
4c2e74ec-a19a-40c6-8d96-51c423442e1a,10.32744/pse.2023.1.8,,,W4323358584,,,,2023,Perspectives of science and education,Differentiated approach to the motor activity organization of students in the process of physical education at the university,coder_011,0,1,,,
4c35d45c-58e0-4a16-b5c3-c11694d53e75,10.1113/jp284214,,,W4383871983,,https://pubmed.ncbi.nlm.nih.gov/37431690,,2023,The Journal of Physiology,Ablation of KIF2C in Purkinje cells impairs metabotropic glutamate receptor trafficking and motor coordination in male mice,coder_009,0,1,,,
4c35d45c-58e0-4a16-b5c3-c11694d53e75,10.1113/jp284214,,,W4383871983,,https://pubmed.ncbi.nlm.nih.gov/37431690,,2023,The Journal of Physiology,Ablation of KIF2C in Purkinje cells impairs metabotropic glutamate receptor trafficking and motor coordination in male mice,coder_010,0,1,,,
4c35d45c-58e0-4a16-b5c3-c11694d53e75,10.1113/jp284214,,,W4383871983,,https://pubmed.ncbi.nlm.nih.gov/37431690,,2023,The Journal of Physiology,Ablation of KIF2C in Purkinje cells impairs metabotropic glutamate receptor trafficking and motor coordination in male mice,coder_004,0,1,,,
4c35d45c-58e0-4a16-b5c3-c11694d53e75,10.1113/jp284214,,,W4383871983,,https://pubmed.ncbi.nlm.nih.gov/37431690,,2023,The Journal of Physiology,Ablation of KIF2C in Purkinje cells impairs metabotropic glutamate receptor trafficking and motor coordination in male mice,coder_011,0,1,,,
4c3afeb0-1503-42f1-a3f7-f9727ad52d74,,,,W1572371243,,,,2009,,Working time policy in Sweden,coder_009,0,1,,,
4c3afeb0-1503-42f1-a3f7-f9727ad52d74,,,,W1572371243,,,,2009,,Working time policy in Sweden,coder_010,0,1,,,
4c3afeb0-1503-42f1-a3f7-f9727ad52d74,,,,W1572371243,,,,2009,,Working time policy in Sweden,coder_011,0,1,,,
4c3fc7c2-3171-4db7-b4e8-790074911ef4,10.1016/j.solmat.2021.111333,,,W3195661673,,,,2021,Solar Energy Materials and Solar Cells,,coder_000,0,1,,,
4c3fc7c2-3171-4db7-b4e8-790074911ef4,10.1016/j.solmat.2021.111333,,,W3195661673,,,,2021,Solar Energy Materials and Solar Cells,,coder_007,0,1,,,
4c3fc7c2-3171-4db7-b4e8-790074911ef4,10.1016/j.solmat.2021.111333,,,W3195661673,,,,2021,Solar Energy Materials and Solar Cells,,coder_008,0,1,,,
4c469b4e-e525-4dc1-b706-601d6a31f00c,10.1111/jrh.12360,,,W2922157901,,https://pubmed.ncbi.nlm.nih.gov/30849197,,2019,The Journal of Rural Health,The VA MISSION Act of 2018: A Potential Game Changer for Rural GME Expansion and Veteran Health Care,coder_000,0,1,,,
4c469b4e-e525-4dc1-b706-601d6a31f00c,10.1111/jrh.12360,,,W2922157901,,https://pubmed.ncbi.nlm.nih.gov/30849197,,2019,The Journal of Rural Health,The VA MISSION Act of 2018: A Potential Game Changer for Rural GME Expansion and Veteran Health Care,coder_007,0,1,,,
4c469b4e-e525-4dc1-b706-601d6a31f00c,10.1111/jrh.12360,,,W2922157901,,https://pubmed.ncbi.nlm.nih.gov/30849197,,2019,The Journal of Rural Health,The VA MISSION Act of 2018: A Potential Game Changer for Rural GME Expansion and Veteran Health Care,coder_008,0,1,,,
4c4c97be-ae92-48b4-a020-5cc7065af308,10.36906/2311-4444/22-2/12,,,W4283321734,,,,2022,Bulletin of Nizhnevartovsk State University,Siberian peasantry during the First world war and revolution: details of a social and political portrait,coder_004,0,1,,,
4c4c97be-ae92-48b4-a020-5cc7065af308,10.36906/2311-4444/22-2/12,,,W4283321734,,,,2022,Bulletin of Nizhnevartovsk State University,Siberian peasantry during the First world war and revolution: details of a social and political portrait,coder_001,0,1,,,
4c4c97be-ae92-48b4-a020-5cc7065af308,10.36906/2311-4444/22-2/12,,,W4283321734,,,,2022,Bulletin of Nizhnevartovsk State University,Siberian peasantry during the First world war and revolution: details of a social and political portrait,coder_002,0,1,,,
4c4d1c17-fcc0-46a1-9891-3740c5b87e46,10.3390/curroncol29100607,,,W36290884,,,,1984,Canadian Family Physician,Allaitement maternel: Acte religieux ou corvée?,coder_004,0,1,,,
4c4d1c17-fcc0-46a1-9891-3740c5b87e46,10.3390/curroncol29100607,,,W36290884,,,,1984,Canadian Family Physician,Allaitement maternel: Acte religieux ou corvée?,coder_001,0,1,,,
4c4d1c17-fcc0-46a1-9891-3740c5b87e46,10.3390/curroncol29100607,,,W36290884,,,,1984,Canadian Family Physician,Allaitement maternel: Acte religieux ou corvée?,coder_002,0,1,,,
4c529073-8c8e-460e-959a-09075251be15,10.1007/s10346-023-02193-6,,,W4390928565,,,,2024,Landslides,"Formation mechanism and dynamic process of open-pit coal mine landslides: a case study of the Xinjing landslide in Inner Mongolia, China",coder_004,0,1,,,
4c529073-8c8e-460e-959a-09075251be15,10.1007/s10346-023-02193-6,,,W4390928565,,,,2024,Landslides,"Formation mechanism and dynamic process of open-pit coal mine landslides: a case study of the Xinjing landslide in Inner Mongolia, China",coder_001,0,1,,,
4c529073-8c8e-460e-959a-09075251be15,10.1007/s10346-023-02193-6,,,W4390928565,,,,2024,Landslides,"Formation mechanism and dynamic process of open-pit coal mine landslides: a case study of the Xinjing landslide in Inner Mongolia, China",coder_002,0,1,,,
4c579b54-e58b-4af9-ada1-ceb4a0f6e14d,10.1596/35284,,,W4245933885,,,,2020,"World Bank, Washington, DC eBooks","The Gambia Economic Update, December 2020",coder_006,0,1,,,
4c579b54-e58b-4af9-ada1-ceb4a0f6e14d,10.1596/35284,,,W4245933885,,,,2020,"World Bank, Washington, DC eBooks","The Gambia Economic Update, December 2020",coder_017,0,1,,,
4c579b54-e58b-4af9-ada1-ceb4a0f6e14d,10.1596/35284,,,W4245933885,,,,2020,"World Bank, Washington, DC eBooks","The Gambia Economic Update, December 2020",coder_013,0,1,,,
4c7cd81f-c1d4-4607-8aa6-3e1b6744dcb6,,,,W2992687917,,,,2012,Material culture,"194X: Architecture, Planning, and Consumer Culture on the American Home Front",coder_000,0,1,,,
4c7cd81f-c1d4-4607-8aa6-3e1b6744dcb6,,,,W2992687917,,,,2012,Material culture,"194X: Architecture, Planning, and Consumer Culture on the American Home Front",coder_007,0,1,,,
4c7cd81f-c1d4-4607-8aa6-3e1b6744dcb6,,,,W2992687917,,,,2012,Material culture,"194X: Architecture, Planning, and Consumer Culture on the American Home Front",coder_008,0,1,,,
4c7edf83-d170-48f8-8b12-5219fe285278,,,,W191573655,,,,2000,,Gambel Oak Care,coder_009,1,0,,,
4c7edf83-d170-48f8-8b12-5219fe285278,,,,W191573655,,,,2000,,Gambel Oak Care,coder_010,0,1,,,
4c7edf83-d170-48f8-8b12-5219fe285278,,,,W191573655,,,,2000,,Gambel Oak Care,coder_004,0,1,,,
4c7edf83-d170-48f8-8b12-5219fe285278,,,,W191573655,,,,2000,,Gambel Oak Care,coder_011,0,1,,,
4caaa010-7b9f-4659-ae45-8b1ed3c9c69a,10.21608/bvmj.2023.216116.1669,,,W4388009962,,,,2023,Benha Veterinary Medical Journal,In vivo study using Amygdalin against mammalian tumors in a mice model,coder_004,0,1,,,
4caaa010-7b9f-4659-ae45-8b1ed3c9c69a,10.21608/bvmj.2023.216116.1669,,,W4388009962,,,,2023,Benha Veterinary Medical Journal,In vivo study using Amygdalin against mammalian tumors in a mice model,coder_005,0,1,,,
4caaa010-7b9f-4659-ae45-8b1ed3c9c69a,10.21608/bvmj.2023.216116.1669,,,W4388009962,,,,2023,Benha Veterinary Medical Journal,In vivo study using Amygdalin against mammalian tumors in a mice model,coder_012,0,1,,,
4caaf909-2525-4fc3-9489-0c20af900e97,10.5657/fas.2011.0148,,,W2184255465,,,,2011,Fisheries and aquatic sciences,Gross Abnormalities in Tilapia,coder_009,1,0,,,
4caaf909-2525-4fc3-9489-0c20af900e97,10.5657/fas.2011.0148,,,W2184255465,,,,2011,Fisheries and aquatic sciences,Gross Abnormalities in Tilapia,coder_010,0,1,,,
4caaf909-2525-4fc3-9489-0c20af900e97,10.5657/fas.2011.0148,,,W2184255465,,,,2011,Fisheries and aquatic sciences,Gross Abnormalities in Tilapia,coder_011,0,1,,,
4cac0741-ed26-47d5-9ef2-b659fa50dfec,10.5281/zenodo.18072498,,,W7117467665,,,,2025,Zenodo (CERN European Organization for Nuclear Research),Surface Pressure as a Nontraditional Predictor of Coffee Leaf Rust (H. vastatrix): A Machine Learning Ensemble Analysis from Costa Rican Climatic Data,coder_009,1,0,,,
4cac0741-ed26-47d5-9ef2-b659fa50dfec,10.5281/zenodo.18072498,,,W7117467665,,,,2025,Zenodo (CERN European Organization for Nuclear Research),Surface Pressure as a Nontraditional Predictor of Coffee Leaf Rust (H. vastatrix): A Machine Learning Ensemble Analysis from Costa Rican Climatic Data,coder_010,0,1,,,
4cac0741-ed26-47d5-9ef2-b659fa50dfec,10.5281/zenodo.18072498,,,W7117467665,,,,2025,Zenodo (CERN European Organization for Nuclear Research),Surface Pressure as a Nontraditional Predictor of Coffee Leaf Rust (H. vastatrix): A Machine Learning Ensemble Analysis from Costa Rican Climatic Data,coder_011,0,1,,,
4cb68927-e26b-4425-9ade-4440b6e3f269,,,,W2390329070,,,,2004,Journal of Ningbo University,"Food Safety, Problems and Measures",coder_010,0,1,,,
4cb68927-e26b-4425-9ade-4440b6e3f269,,,,W2390329070,,,,2004,Journal of Ningbo University,"Food Safety, Problems and Measures",coder_011,,,1,0,0
4cb68927-e26b-4425-9ade-4440b6e3f269,,,,W2390329070,,,,2004,Journal of Ningbo University,"Food Safety, Problems and Measures",coder_013,0,1,,,
4cd3f181-1736-4da6-86ac-80f3d98ce56a,10.1080/00128325.1996.11663308,,,W2796069287,,,,1996,East African Agricultural and Forestry Journal,"Community Participation in Agroforestry Development and Extension: Experience of the Kenya Wood Fuel and Agroforestry Programme (Kwap), Busia District, Kenya",coder_006,0,1,,,
4cd3f181-1736-4da6-86ac-80f3d98ce56a,10.1080/00128325.1996.11663308,,,W2796069287,,,,1996,East African Agricultural and Forestry Journal,"Community Participation in Agroforestry Development and Extension: Experience of the Kenya Wood Fuel and Agroforestry Programme (Kwap), Busia District, Kenya",coder_004,0,1,,,
4cd3f181-1736-4da6-86ac-80f3d98ce56a,10.1080/00128325.1996.11663308,,,W2796069287,,,,1996,East African Agricultural and Forestry Journal,"Community Participation in Agroforestry Development and Extension: Experience of the Kenya Wood Fuel and Agroforestry Programme (Kwap), Busia District, Kenya",coder_005,1,0,,,
4cd6ef70-3600-4555-ae28-ad84f6111c56,10.13102/sociobiology.v67i1.4438,,,W3025913500,,,,2020,Sociobiology,Development of New Boric Acid Gel Baits for Use on Invasive Ants (Hymenoptera: Formicidae),coder_004,0,1,,,
4cd6ef70-3600-4555-ae28-ad84f6111c56,10.13102/sociobiology.v67i1.4438,,,W3025913500,,,,2020,Sociobiology,Development of New Boric Acid Gel Baits for Use on Invasive Ants (Hymenoptera: Formicidae),coder_007,0,1,,,
4cd6ef70-3600-4555-ae28-ad84f6111c56,10.13102/sociobiology.v67i1.4438,,,W3025913500,,,,2020,Sociobiology,Development of New Boric Acid Gel Baits for Use on Invasive Ants (Hymenoptera: Formicidae),coder_008,0,1,,,
4cedc106-6cfe-41a4-abc6-ff0ab1aea9d7,10.17072/2223-1838-2023-4-224-233,,,W4390284540,,,,2023,Вестник Пермского университета Серия «Химия» = Bulletin of Perm University CHEMISTRY,Complex polymer preparations for the protection of seeds of grain crops of agricultural plants,coder_001,1,0,,,
4cedc106-6cfe-41a4-abc6-ff0ab1aea9d7,10.17072/2223-1838-2023-4-224-233,,,W4390284540,,,,2023,Вестник Пермского университета Серия «Химия» = Bulletin of Perm University CHEMISTRY,Complex polymer preparations for the protection of seeds of grain crops of agricultural plants,coder_018,0,1,,,
4cedc106-6cfe-41a4-abc6-ff0ab1aea9d7,10.17072/2223-1838-2023-4-224-233,,,W4390284540,,,,2023,Вестник Пермского университета Серия «Химия» = Bulletin of Perm University CHEMISTRY,Complex polymer preparations for the protection of seeds of grain crops of agricultural plants,coder_002,0,1,,,
4cefbb5c-3e6f-4591-a90c-e4d4873fa8d6,10.33380/2305-2066-2025-14-4-2138,,,W4415761197,,,,2025,Drug development & registration,Targeted metabolomic profiling of multiple myeloma: diagnostics and treatment efficacy,coder_004,0,1,,,
4cefbb5c-3e6f-4591-a90c-e4d4873fa8d6,10.33380/2305-2066-2025-14-4-2138,,,W4415761197,,,,2025,Drug development & registration,Targeted metabolomic profiling of multiple myeloma: diagnostics and treatment efficacy,coder_001,0,1,,,
4cefbb5c-3e6f-4591-a90c-e4d4873fa8d6,10.33380/2305-2066-2025-14-4-2138,,,W4415761197,,,,2025,Drug development & registration,Targeted metabolomic profiling of multiple myeloma: diagnostics and treatment efficacy,coder_002,0,1,,,
4cfb1692-a929-4a6b-a305-8da05e8cd3de,10.1002/elsa.202300001,,,W4318191090,,,,2023,Electrochemical Science Advances,Editorial overview: Porous electrodes for energy applications,coder_009,1,0,,,
4cfb1692-a929-4a6b-a305-8da05e8cd3de,10.1002/elsa.202300001,,,W4318191090,,,,2023,Electrochemical Science Advances,Editorial overview: Porous electrodes for energy applications,coder_010,0,1,,,
4cfb1692-a929-4a6b-a305-8da05e8cd3de,10.1002/elsa.202300001,,,W4318191090,,,,2023,Electrochemical Science Advances,Editorial overview: Porous electrodes for energy applications,coder_011,0,1,,,
4cfb7b99-3ccc-471f-a608-95958cd6afe8,10.1108/03068290810898954,,,W2090487605,,,,2008,International Journal of Social Economics,Legitimate businesses and crime vulnerabilities,coder_006,0,1,,,
4cfb7b99-3ccc-471f-a608-95958cd6afe8,10.1108/03068290810898954,,,W2090487605,,,,2008,International Journal of Social Economics,Legitimate businesses and crime vulnerabilities,coder_013,0,1,,,
4cfb7b99-3ccc-471f-a608-95958cd6afe8,10.1108/03068290810898954,,,W2090487605,,,,2008,International Journal of Social Economics,Legitimate businesses and crime vulnerabilities,coder_018,0,1,,,
4d0663b0-33a5-464f-abe1-cac3e119a9af,,,,W3122749695,,,,2008,RePEc: Research Papers in Economics,Who are the net food importing countries,coder_006,0,1,,,
4d0663b0-33a5-464f-abe1-cac3e119a9af,,,,W3122749695,,,,2008,RePEc: Research Papers in Economics,Who are the net food importing countries,coder_013,0,1,,,
4d0663b0-33a5-464f-abe1-cac3e119a9af,,,,W3122749695,,,,2008,RePEc: Research Papers in Economics,Who are the net food importing countries,coder_018,0,1,,,
4d0c9402-8adc-48c9-9f16-1c5efc99c1e4,10.6107/jkha.2017.28.2.075,,,W2735020791,,,,2017,Journal of the Korean housing association,An Analysis of University-based Continuing Care Retirement Communities’ Services and Programs Management : With a Focus on Three Cases in the United States,coder_000,0,1,,,
4d0c9402-8adc-48c9-9f16-1c5efc99c1e4,10.6107/jkha.2017.28.2.075,,,W2735020791,,,,2017,Journal of the Korean housing association,An Analysis of University-based Continuing Care Retirement Communities’ Services and Programs Management : With a Focus on Three Cases in the United States,coder_004,0,1,,,
4d0c9402-8adc-48c9-9f16-1c5efc99c1e4,10.6107/jkha.2017.28.2.075,,,W2735020791,,,,2017,Journal of the Korean housing association,An Analysis of University-based Continuing Care Retirement Communities’ Services and Programs Management : With a Focus on Three Cases in the United States,coder_005,0,1,,,
4d139d2b-00fe-47e4-b696-5b64c82a97ea,10.1163/17550920-bja00032,,,W4403856168,,,,2024,Contemporary Arab Affairs,Epistemes of Palestine,coder_006,0,1,,,
4d139d2b-00fe-47e4-b696-5b64c82a97ea,10.1163/17550920-bja00032,,,W4403856168,,,,2024,Contemporary Arab Affairs,Epistemes of Palestine,coder_004,0,1,,,
4d139d2b-00fe-47e4-b696-5b64c82a97ea,10.1163/17550920-bja00032,,,W4403856168,,,,2024,Contemporary Arab Affairs,Epistemes of Palestine,coder_013,0,1,,,
4d139d2b-00fe-47e4-b696-5b64c82a97ea,10.1163/17550920-bja00032,,,W4403856168,,,,2024,Contemporary Arab Affairs,Epistemes of Palestine,coder_018,0,1,,,
4d188ad3-c098-4da4-afe5-a4fb2179e772,10.1145/3648608,,,W4392472094,,,,2024,ACM Computing Surveys,"Resilient Machine Learning: Advancement, Barriers, and Opportunities in the Nuclear Industry",coder_006,0,1,,,
4d188ad3-c098-4da4-afe5-a4fb2179e772,10.1145/3648608,,,W4392472094,,,,2024,ACM Computing Surveys,"Resilient Machine Learning: Advancement, Barriers, and Opportunities in the Nuclear Industry",coder_017,0,1,,,
4d188ad3-c098-4da4-afe5-a4fb2179e772,10.1145/3648608,,,W4392472094,,,,2024,ACM Computing Surveys,"Resilient Machine Learning: Advancement, Barriers, and Opportunities in the Nuclear Industry",coder_013,0,1,,,
4d19f856-d9b2-489b-b698-bc9e6e4fc039,10.24912/jmieb.v6i1.14947,,,W4283370087,,,,2022,Jurnal Muara Ilmu Ekonomi dan Bisnis,DIGITAL BASED CAPABILITIES IN LIFE INSURANCE COMPANIES: AN EXPLORATORY STUDY IN INDONESIA,coder_000,0,1,,,
4d19f856-d9b2-489b-b698-bc9e6e4fc039,10.24912/jmieb.v6i1.14947,,,W4283370087,,,,2022,Jurnal Muara Ilmu Ekonomi dan Bisnis,DIGITAL BASED CAPABILITIES IN LIFE INSURANCE COMPANIES: AN EXPLORATORY STUDY IN INDONESIA,coder_001,0,1,,,
4d19f856-d9b2-489b-b698-bc9e6e4fc039,10.24912/jmieb.v6i1.14947,,,W4283370087,,,,2022,Jurnal Muara Ilmu Ekonomi dan Bisnis,DIGITAL BASED CAPABILITIES IN LIFE INSURANCE COMPANIES: AN EXPLORATORY STUDY IN INDONESIA,coder_002,0,1,,,
4d233e27-1367-432a-b24a-b41750229543,10.5771/9783845280875-37,,,W2607550308,,,,2017,Nomos Verlagsgesellschaft mbH & Co. KG eBooks,§ 2 Ernährungswirtschaftsrecht – zwischen Steigerung von Komplexität und dem Anspruch wohlgeordneten Rechts,coder_006,0,1,,,
4d233e27-1367-432a-b24a-b41750229543,10.5771/9783845280875-37,,,W2607550308,,,,2017,Nomos Verlagsgesellschaft mbH & Co. KG eBooks,§ 2 Ernährungswirtschaftsrecht – zwischen Steigerung von Komplexität und dem Anspruch wohlgeordneten Rechts,coder_000,0,1,,,
4d233e27-1367-432a-b24a-b41750229543,10.5771/9783845280875-37,,,W2607550308,,,,2017,Nomos Verlagsgesellschaft mbH & Co. KG eBooks,§ 2 Ernährungswirtschaftsrecht – zwischen Steigerung von Komplexität und dem Anspruch wohlgeordneten Rechts,coder_007,0,1,,,
4d233e27-1367-432a-b24a-b41750229543,10.5771/9783845280875-37,,,W2607550308,,,,2017,Nomos Verlagsgesellschaft mbH & Co. KG eBooks,§ 2 Ernährungswirtschaftsrecht – zwischen Steigerung von Komplexität und dem Anspruch wohlgeordneten Rechts,coder_008,0,1,,,
4d50bf21-84cb-4dde-8b94-23ef0c113573,10.3389/fpls.2025.1631221,,,W4413971296,,https://pubmed.ncbi.nlm.nih.gov/40894484,,2025,Frontiers in Plant Science,Tapping into the potential of okra (Abelmoschus spp.) in Africa: integrating value-added traits into breeding,coder_000,1,0,,,
4d50bf21-84cb-4dde-8b94-23ef0c113573,10.3389/fpls.2025.1631221,,,W4413971296,,https://pubmed.ncbi.nlm.nih.gov/40894484,,2025,Frontiers in Plant Science,Tapping into the potential of okra (Abelmoschus spp.) in Africa: integrating value-added traits into breeding,coder_004,1,0,,,
4d50bf21-84cb-4dde-8b94-23ef0c113573,10.3389/fpls.2025.1631221,,,W4413971296,,https://pubmed.ncbi.nlm.nih.gov/40894484,,2025,Frontiers in Plant Science,Tapping into the potential of okra (Abelmoschus spp.) in Africa: integrating value-added traits into breeding,coder_008,0,1,,,
4d5772b4-83f4-4d02-8c96-0ad97026caa8,10.1021/cen-v025n022.p1572,,,W2330284565,,,,1947,Chemical & Engineering News,Radioisotopes: New Tools for Science,coder_006,0,1,1,0,0
4d5772b4-83f4-4d02-8c96-0ad97026caa8,10.1021/cen-v025n022.p1572,,,W2330284565,,,,1947,Chemical & Engineering News,Radioisotopes: New Tools for Science,coder_019,0,1,1,0,0
4d5772b4-83f4-4d02-8c96-0ad97026caa8,10.1021/cen-v025n022.p1572,,,W2330284565,,,,1947,Chemical & Engineering News,Radioisotopes: New Tools for Science,coder_013,0,1,,,
4d9f7c68-326d-433c-85b4-d3b57c8e8f2f,10.13140/rg.2.2.34829.97761,,,W2990990962,,,,2019,Chalmers Research (Chalmers University of Technology),Managing the flows? Furthering a socio-material flow methodology for industrial ecology,coder_016,0,1,,,
4d9f7c68-326d-433c-85b4-d3b57c8e8f2f,10.13140/rg.2.2.34829.97761,,,W2990990962,,,,2019,Chalmers Research (Chalmers University of Technology),Managing the flows? Furthering a socio-material flow methodology for industrial ecology,coder_013,0,1,,,
4d9f7c68-326d-433c-85b4-d3b57c8e8f2f,10.13140/rg.2.2.34829.97761,,,W2990990962,,,,2019,Chalmers Research (Chalmers University of Technology),Managing the flows? Furthering a socio-material flow methodology for industrial ecology,coder_014,0,1,,,
4da68034-ce9b-421f-bb20-705689adeafe,10.1007/s10499-025-02389-8,,,W4417114519,,,,2025,Aquaculture International,Storm-induced stress and mortality of juvenile black tiger shrimp Penaeus monodon during intermediate culture for stock enhancement,coder_000,1,0,,,
4da68034-ce9b-421f-bb20-705689adeafe,10.1007/s10499-025-02389-8,,,W4417114519,,,,2025,Aquaculture International,Storm-induced stress and mortality of juvenile black tiger shrimp Penaeus monodon during intermediate culture for stock enhancement,coder_001,1,0,,,
4da68034-ce9b-421f-bb20-705689adeafe,10.1007/s10499-025-02389-8,,,W4417114519,,,,2025,Aquaculture International,Storm-induced stress and mortality of juvenile black tiger shrimp Penaeus monodon during intermediate culture for stock enhancement,coder_002,0,1,,,
4dba4d7b-b4f0-4f70-830c-66e4f3666539,10.1016/b978-0-12-411549-1.00036-3,,,W601561241,,,,2014,Elsevier eBooks,,coder_004,0,1,,,
4dba4d7b-b4f0-4f70-830c-66e4f3666539,10.1016/b978-0-12-411549-1.00036-3,,,W601561241,,,,2014,Elsevier eBooks,,coder_005,0,1,,,
4dba4d7b-b4f0-4f70-830c-66e4f3666539,10.1016/b978-0-12-411549-1.00036-3,,,W601561241,,,,2014,Elsevier eBooks,,coder_012,0,1,,,
4dcbc381-6907-43aa-bb37-efde59a67b78,10.1201/9781003287209-3,,,W4414123823,,,,2025,,Immunopathogenesis,coder_009,0,1,,,
4dcbc381-6907-43aa-bb37-efde59a67b78,10.1201/9781003287209-3,,,W4414123823,,,,2025,,Immunopathogenesis,coder_010,0,1,,,
4dcbc381-6907-43aa-bb37-efde59a67b78,10.1201/9781003287209-3,,,W4414123823,,,,2025,,Immunopathogenesis,coder_011,0,1,,,
4dddedd8-fa89-403d-8cbe-eea1073d3410,10.1109/tits.2018.2890619,,,W2909861239,,,,2019,IEEE Transactions on Intelligent Transportation Systems,Evaluation of Congestion-Enabled Forwarding With Mixed Data Traffic in Vehicular Communications,coder_010,0,1,,,
4dddedd8-fa89-403d-8cbe-eea1073d3410,10.1109/tits.2018.2890619,,,W2909861239,,,,2019,IEEE Transactions on Intelligent Transportation Systems,Evaluation of Congestion-Enabled Forwarding With Mixed Data Traffic in Vehicular Communications,coder_011,0,1,,,
4dddedd8-fa89-403d-8cbe-eea1073d3410,10.1109/tits.2018.2890619,,,W2909861239,,,,2019,IEEE Transactions on Intelligent Transportation Systems,Evaluation of Congestion-Enabled Forwarding With Mixed Data Traffic in Vehicular Communications,coder_013,0,1,,,
