prefix,term,df,ttf
spell,spellcrafting,10,12
spell,spelles,10,10
spell,spellflict,10,12
spell,spellling,10,12
spell,spellmanhv,10,10
spell,spellmon,10,12
spell,spellsif,10,10
spell,spellanzon,9,9
spell,spelleider,9,10
spell,spellingen,9,11
spell,spellingprestaties,9,12
spell,spellsel,9,9
spell,spellucci,9,9
spell,spelly,9,10
spell,spellz,9,10
spell,spellchecks,8,8
spell,spellenbergiana,8,10
solastalgi,solastalgia,561,1080
solastalgi,solastalgie,64,93
solastalgi,solastalgic,28,30
solastalgi,solastalgies,5,7
solastalgi,solastalgique,4,4
solastalgi,solastalgiques,4,5
solastalgi,solastalgi,2,2
solastalgi,solastalgicznej,2,2
solastalgi,solastalgii,1,3
solastalgi,solastalgisch,1,2
solastalgi,solastalgisia,1,1
solastalgi,solastalgisilla,1,1
solastalgi,solastalgisten,1,1
snowmelt,snowmelt,20171,38948
snowmelt,snowmelts,101,102
snowmelt,snowmelting,90,113
snowmelt,snowmeltrunoff,3,3
snowmelt,snowmeltdriven,2,2
snowmelt,snowmelted,2,2
snowmelt,snowmelter,2,2
snowmelt,snowmelters,2,2
snowmelt,snowmeltincludes,2,2
snowmelt,snowmeltscript,2,2
snowmelt,snowmeltwater,2,2
snowmelt,snowmeltand,1,1
snowmelt,snowmeltbase,1,1
snowmelt,snowmeltchad,1,1
snowmelt,snowmeltcomponents,1,1
snowmelt,snowmeltderived,1,1
snowmelt,snowmeltevents,1,1
snowmelt,snowmeltin,1,1
snowmelt,snowmeltinfiltration,1,1
snowmelt,snowmeltmodel,1,1
snowmelt,snowmeltout,1,1
snowmelt,snowmeltprocesses,1,1
snowmelt,snowmeltr,1,1
snowmelt,snowmeltriding,1,1
snowmelt,snowmeltrunofffrom,1,1
snowmelt,snowmeltrunoffhruinductive,1,1
snowmelt,snowmeltsnowmelt,1,1
snowmelt,snowmeltt,1,1
snowmelt,snowmelttimberlinewarmingxylogenesis,1,1
snowmelt,snowmelttm,1,1
snowmelt,snowmelttracing,1,1
shigell,shigella,42213,78393
shigell,shigellosis,4783,8483
shigell,shigelloides,1887,3361
shigell,shigellae,1067,1601
shigell,shigellas,108,130
shigell,shigellose,91,120
shigell,shigellen,84,105
shigell,shigellaflexneri,60,61
shigell,shigelloses,58,61
shigell,shigellaspp,35,39
shigell,shigelles,32,41
shigell,shigell,26,28
shigell,shigelladysenteriae,24,26
shigell,shigellemia,24,44
shigell,shigellasp,16,18
shigell,shigellasonnei,15,15
shigell,shigelle,13,14
shigell,shigellosa,11,15
shigell,shigellaboydii,9,18
shigell,shigello,9,9
shigell,shigellaspecies,8,10
shigell,shigellosen,7,7
shigell,shigellaemia,6,7
shigell,shigellia,6,7
shigell,shigelliodes,6,7
shigell,shigellaand,5,5
shigell,shigellacidal,5,10
shigell,shigellain,5,5
shigell,shigellla,5,5
shigell,shigellocidal,5,14
shigell,shigelloid,5,6
shigell,shigelloide,5,6
shigell,shigellosi,5,8
shigell,shigells,5,6
shigell,shigellainfection,4,4
shigell,shigellajlexneri,4,4
shigell,shigellan,4,4
shigell,shigelladysenteria,3,5
shigell,shigelladysenteriaethe,3,3
shigell,shigelladysentriae,3,3
shigell,shigellaflexineri,3,4
shigell,shigellaisolates,3,3
shigell,shigellar,3,3
shigell,shigelli,3,3
shigell,shigelloidis,3,3
shigell,shigellu,3,6
shigell,shigellaalkalescensand,2,2
shigell,shigellabiochemically,2,2
shigell,shigelladysentery,2,2
shigell,shigelladysentriaeand,2,2
shigell,shigellaendemic,2,2
shigell,shigellaf,2,5
shigell,shigellainfected,2,2
shigell,shigellais,2,2
shigell,shigellaparadysenteriaeand,2,2
shigell,shigellasoneii,2,2
shigell,shigellawe,2,2
shigell,shigelleae,2,2
shigell,shigellenruhr,2,2
shigell,shigelloidesand,2,2
shigell,shigelloids,2,2
shigell,shigellojen,2,2
shigell,shigellos,2,5
shigell,shigellosisarchives,2,2
shigell,shigellous,2,4
shigell,shigelloza,2,2
shigell,shigellozis,2,2
shigell,shigellaagar,1,1
shigell,shigellaantibodies,1,1
shigell,shigellaare,1,1
shigell,shigellaarten,1,1
shigell,shigellaas,1,1
shigell,shigellabacteria,1,1
shigell,shigellabakteerin,1,1
shigell,shigellaboydiiand,1,1
shigell,shigellaby,1,1
shigell,shigellacan,1,1
shigell,shigellacin,1,3
shigell,shigellacoli,1,1
shigell,shigellad,1,1
shigell,shigelladans,1,1
shigell,shigelladatafor,1,1
shigell,shigelladoit,1,1
shigell,shigelladrug,1,1
shigell,shigelladynsenteriae,1,1
shigell,shigelladysentariae,1,1
shigell,shigelladysenteri,1,1
shigell,shigelladysenteriaewhich,1,1
shigell,shigelladysenteriarespectively,1,1
shigell,shigelladysenterie,1,1
shigell,shigellaenterotoxins,1,1
shigell,shigellaexperimentalsinhibitory,1,1
shigell,shigellafexneri,1,1
shigell,shigellaflexnei,1,1
shigell,shigellaflexnerii,1,1
shigell,shigellaflexnerio,1,1
shigell,shigellagroup,1,1
shigell,shigellahad,1,1
shigell,shigellahybrid,1,1
shigell,shigellainfektion,1,1
shift,shift,1811429,2333583
shift,shifts,728053,920534
shift,shifting,416324,493448
shift,shifted,380953,429557
shift,shifter,21379,37771
shift,shifters,14670,20993
shift,shiftwork,2157,4124
shift,shiftable,1042,1472
shift,shifty,932,1113
shift,shiftworkers,565,1121
shift,shiftings,337,382
shift,shiftless,323,368
shift,shiftin,226,238
shift,shiftability,167,262
shift,shiftthe,161,163
shift,shiftrows,150,229
shift,shiftshare,127,158
shift,shiftfrom,118,121
shift,shiftworking,118,167
shift,shiftiness,115,172
shift,shiftes,96,96
shift,shifta,89,139
shift,shifth,87,87
shift,shiftchy,82,82
shift,shiftis,81,145
shift,shiftworker,72,98
shift,shiftx,68,85
shift,shiftsi,66,66
shift,shiftrs,65,66
shift,shiftion,64,192
shift,shiftique,64,64
shift,shiftrch,64,64
shift,shiftsse,64,64
shift,shiftter,64,64
shift,shifttrie,64,128
shift,shiftzon,64,128
shift,shifterless,59,67
shift,shiftrow,59,77
shift,shiftan,55,98
shift,shiftdown,53,79
shift,shiftof,53,55
shift,shiftand,52,54
shift,shiftlessness,47,47
shift,shiftml,46,116
shift,shiftto,46,49
shift,shifttowards,46,46
shift,shifte,42,46
shift,shiftinvariant,39,40
shift,shiftkeying,34,34
shift,shiftsin,34,34
shift,shifttoward,34,34
shift,shiftting,30,32
shift,shiftedfrom,28,28
shift,shifti,26,31
shift,shiftsof,26,28
shift,shiftsense,25,32
shift,shiftthese,25,25
shift,shiftreaction,24,24
shift,shiftman,22,25
shift,shiftnya,20,22
shift,shiftr,19,46
shift,shiftregister,19,20
shift,shiftweight,19,19
shift,shiftweightgrp,19,19
shift,shiftedto,17,17
shift,shiftingand,17,17
shift,shiftly,17,27
shift,shiftnet,17,27
shift,shiftsthe,17,17
shift,shiftup,17,33
shift,shiftingthe,16,16
shift,shiftlet,16,21
shift,shiftmax,16,17
shift,shiftsand,16,16
shift,shiftboard,15,15
shift,shifthing,15,16
shift,shiftingly,15,15
shift,shiftmedia,15,91
shift,shiftness,15,19
shift,shiftaway,14,14
shift,shiftinvariance,14,14
shift,shiften,13,16
shift,shiftfinishedshapefilestocoordinatesystem,13,13
shift,shiftier,13,13
shift,shifties,13,13
shift,shiftgrams,12,31
shift,shiftily,12,12
shift,shiftrobert,12,12
shift,shiftsfrom,12,13
shift,shiftamers,11,13
shift,shiftbase,11,11
shift,shiftcrypt,11,25
shift,shiftiko,11,25
shift,shiftingin,11,11
shift,shiftingof,11,11
shift,shiftlike,11,13
shift,shiftmap,11,11
shift,shiftment,11,13
shift,shiftn,11,12
shift,shiftogram,11,15
settlement,settlement,420879,666567
settlement,settlements,175530,259857
settlement,settlementthese,90,90
settlement,settlementextents,55,55
settlement,settlementsfinance,49,49
settlement,settlementof,46,46
settlement,settlementin,36,36
settlement,settlementshealth,25,25
settlement,settlementsin,24,24
settlement,settlementand,21,21
settlement,settlementthe,16,16
settlement,settlementsand,15,15
settlement,settlementurban,15,15
settlement,settlementsof,14,14
settlement,settlementsrural,12,12
settlement,settlementseducationfinance,11,11
settlement,settlemental,10,11
settlement,settlementareas,10,10
settlement,settlementsenvironmentfinance,10,10
settlement,settlementssocial,10,10
settlement,settlementsurban,10,10
settlement,settlementbewegung,9,9
settlement,settlementnorth,9,9
settlement,settlementsconflict,9,9
settlement,settlementsmacroeconomics,9,9
settlement,settlementspoverty,9,9
settlement,settlementsthe,9,9
settlement,settlementinternational,8,8
settlement,settlementis,8,8
settlement,settlementseducationhealth,8,8
settlement,settlementet,7,7
settlement,settlementfor,7,7
settlement,settlementland,7,7
settlement,settlementpatterns,7,7
settlement,settlementsculture,7,7
settlement,settlementsthat,7,7
settlement,settlementwas,7,7
settlement,settlementwith,7,7
settlement,settlementby,6,6
settlement,settlementers,6,6
settlement,settlementfrom,6,6
settlement,settlementmarc,6,6
settlement,settlementsgovernancehealth,6,6
settlement,settlementarea,5,5
settlement,settlementdispute,5,5
settlement,settlementer,5,5
settlement,settlementmechanism,5,5
settlement,settlementnames,5,5
settlement,settlementnational,5,5
settlement,settlementon,5,5
settlement,settlementr,5,9
settlement,settlementsare,5,5
settlement,settlementsecurity,5,5
settlement,settlementsenvironmenthealth,5,5
settlement,settlementsgenderhealth,5,5
settlement,settlementshave,5,5
settlement,settlementsinformation,5,5
settlement,settlementsinternational,5,5
settlement,settlementsis,5,5
settlement,settlementslaw,5,5
settlement,settlementtrade,5,5
settlement,settlementa,4,4
settlement,settlementcite,4,4
settlement,settlementeconomic,4,4
settlement,settlementenvironment,4,4
settlement,settlementfree,4,4
settlement,settlementnavoi,4,8
settlement,settlementor,4,4
settlement,settlementpattern,4,4
settlement,settlementsenvironmentmacroeconomics,4,4
settlement,settlementsolid,4,4
settlement,settlementstransporturban,4,4
settlement,settlementsystem,4,4
settlement,settlementt,4,4
settlement,settlementtable,4,4
settlement,settlementuruguay,4,4
settlement,settlementzone,4,4
settlement,settlementagricultural,3,3
settlement,settlementalternatives,3,3
settlement,settlementare,3,3
settlement,settlementat,3,3
settlement,settlementation,3,3
settlement,settlementauthors,3,3
settlement,settlementbased,3,3
settlement,settlementbody,3,3
settlement,settlementbritish,3,3
settlement,settlementcommonwealth,3,3
settlement,settlemente,3,3
settlement,settlementh,3,3
settlement,settlementindian,3,3
settlement,settlementlocal,3,3
settlement,settlementmilitary,3,3
settlement,settlementpatterntools,3,4
settlement,settlementplaces,3,3
settlement,settlementplateau,3,3
settlement,settlementpolitical,3,3
settlement,settlementpopulation,3,3
settlement,settlementprocess,3,3
settlement,settlementproject,3,3
settlement,settlementpublic,3,3
sealevel,sealevel,1531,1967
sealevel,sealevels,46,53
sealevel,sealevelmonitoring,13,15
sealevel,sealevelrise,11,14
sealevel,sealevelx,7,7
sealevel,sealevelrepository,6,6
sealevel,sealevelpressure,5,6
sealevel,sealeveldata,4,6
sealevel,sealevelextrapolation,4,4
sealevel,sealevelbayes,3,4
sealevel,sealevelbudget,3,4
sealevel,sealevelanomaly,2,3
sealevel,sealevelav,2,2
sealevel,sealevelchanges,2,2
sealevel,sealevelinvasion,2,2
sealevel,sealeveloscillations,2,2
sealevel,sealevelscenarios,2,2
sealevel,sealeveltimes,2,2
sealevel,sealevelanomalies,1,1
sealevel,sealevelchange,1,1
sealevel,sealevelimpacts,1,1
sealevel,sealeveling,1,1
sealevel,sealevelnear,1,1
sealevel,sealeveloflc,1,1
sealevel,sealevelplots,1,2
sealevel,sealevelri,1,1
sealevel,sealevelrisediscussion,1,1
sealevel,sealevelsubjective,1,1
sealevel,sealeveltrends,1,1
salmonel,salmonella,224460,481416
salmonel,salmonellosis,13282,19741
salmonel,salmonellae,5641,9043
salmonel,salmonellas,1230,1927
salmonel,salmonelosis,800,1097
salmonel,salmonellen,724,1127
salmonel,salmonela,716,919
salmonel,salmonelles,544,884
salmonel,salmonelloses,501,603
salmonel,salmonelose,392,561
salmonel,salmonelas,338,575
salmonel,salmonellose,329,431
salmonel,salmonelle,203,229
salmonel,salmonell,159,172
salmonel,salmonel,153,198
salmonel,salmonellatyphimurium,128,136
salmonel,salmonellaspp,97,130
salmonel,salmonellatyphi,94,103
salmonel,salmoneloses,87,115
salmonel,salmonellaenterica,84,97
salmonel,salmonellosen,84,103
salmonel,salmonellosi,75,83
salmonel,salmonellasp,66,83
salmonel,salmoneloza,62,71
salmonel,salmonellal,61,85
salmonel,salmoneloze,51,60
salmonel,salmonellaenteritidis,48,49
salmonel,salmonele,41,58
salmonel,salmonelleninfektionen,37,39
salmonel,salmonellan,34,59
salmonel,salmonelli,33,34
salmonel,salmonellyoz,33,62
salmonel,salmonellain,32,42
salmonel,salmonelozy,31,48
salmonel,salmonellaand,30,34
salmonel,salmonelleninfektion,30,35
salmonel,salmonellaisolates,28,47
salmonel,salmonellla,28,38
salmonel,salmonelloz,27,30
salmonel,salmonellabakterien,26,28
salmonel,salmonellaa,23,26
salmonel,salmonellagruppe,21,24
salmonel,salmonellaserovars,19,29
salmonel,salmonelov,18,23
salmonel,salmonelia,17,17
salmonel,salmonellastrains,17,21
salmonel,salmonelloza,17,17
salmonel,salmonelama,16,20
salmonel,salmoneloz,16,58
salmonel,salmonelleae,15,21
salmonel,salmonellozis,15,17
salmonel,salmonells,15,18
salmonel,salmonellalar,13,17
salmonel,salmonellawas,13,13
salmonel,salmonellos,13,25
salmonel,salmonellais,12,13
salmonel,salmonely,12,12
salmonel,salmonelami,11,18
salmonel,salmoneli,11,12
salmonel,salmonellabacterie,11,14
salmonel,salmonellique,11,11
salmonel,salmonello,11,11
salmonel,salmonellojen,11,13
salmonel,salmonellozy,11,14
salmonel,salmonellainfection,10,15
salmonel,salmonellainfektion,10,11
salmonel,salmonellashigella,10,10
salmonel,salmonellaspecies,10,10
salmonel,salmonellat,10,12
salmonel,salmonellatypen,10,11
salmonel,salmonellesis,10,16
salmonel,salmonellyozi,10,12
salmonel,salmonelioz,9,22
salmonel,salmonellaisolated,9,11
salmonel,salmonellaparatyphi,9,9
salmonel,salmonellenenteritis,9,10
salmonel,salmonellagallinarum,8,12
salmonel,salmonellainfektionen,8,8
salmonel,salmonellar,8,13
salmonel,salmonellenbakterien,8,8
salmonel,salmonellabakterier,7,7
salmonel,salmonellabetween,7,7
salmonel,salmonellasmitta,7,9
salmonel,salmonellatartunnat,7,7
salmonel,salmonellawere,7,7
salmonel,salmonellenbek,7,10
salmonel,salmonellenpr,7,8
salmonel,salmonellu,7,8
salmonel,salmonelom,7,11
salmonel,salmonellaepidemia,6,6
salmonel,salmonellaforekomst,6,6
salmonel,salmonellainfections,6,7
salmonel,salmonellavalvonta,6,7
salmonel,salmonellenproblemen,6,6
salmonel,salmonellenst,6,6
salmonel,salmonellia,6,6
salmonel,salmonelliasis,6,6
salmonel,salmonellin,6,8
salmonel,salmonellyozga,6,6
salmonel,salmonellyoziga,6,12
river,river,1499932,2946146
river,rivers,335334,496265
river,riverine,41352,59239
river,rivera,38785,51008
river,riverside,33018,45977
river,riverbed,13386,20253
river,riverbank,9101,14146
river,rivero,7438,9816
river,riverbanks,5062,6176
river,riverfront,3028,4585
river,riverains,2696,3385
river,riverbeds,2692,3247
river,rivermead,1988,2508
river,riverview,1584,2086
river,riverdale,1468,2305
river,riveraines,1382,1819
river,riverscape,1107,1690
river,riverboat,1039,1282
river,riverina,981,1236
river,riverhead,975,1179
river,riverton,972,1368
river,riverstone,931,1064
river,riversides,772,877
river,riveros,731,1017
river,riversleigh,723,1432
river,riverscapes,684,1033
river,riversiana,623,652
river,riverway,610,928
river,riverwalk,560,716
river,riverain,531,620
river,riverland,440,581
river,riverbend,395,577
river,riveraine,393,546
river,riversdale,371,534
river,riverflow,353,524
river,riverways,311,424
river,riverstown,284,358
river,riveras,278,309
river,riveroi,266,366
river,riverboats,244,272
river,riverkeeper,239,346
river,rivermouth,225,343
river,riverwater,206,249
river,riverbasin,200,285
river,riverbera,190,191
river,riverberi,190,196
river,riverdance,187,314
river,riversi,185,280
river,riverfronts,183,258
river,riverrun,172,223
river,riverae,171,266
river,riverbero,168,183
river,rivercane,157,358
river,riverin,151,175
river,riveron,148,154
river,riversa,141,141
river,riverwood,138,170
river,rivervale,135,201
river,rivere,127,148
river,riverbench,125,351
river,riversano,123,125
river,riversand,117,161
river,riverborne,115,135
river,riverpark,115,191
river,riverberano,112,114
river,riverkoston,111,189
river,riverman,111,139
river,riverberazione,110,149
river,riverware,105,217
river,riverand,92,95
river,rivertown,92,144
river,riverlands,87,155
river,riverport,87,108
river,rivery,87,104
river,riverstrahler,85,107
river,riverhemp,76,86
river,riveria,73,85
river,riverward,72,88
river,riverkostojen,70,89
river,riverai,69,126
river,rivermen,67,94
river,riversandersoni,67,99
river,riverby,66,75
river,rivergate,65,70
river,riverflows,64,75
river,rivermouths,64,100
river,riversare,63,63
river,riverso,63,84
river,rivertrance,62,65
river,riversato,61,61
river,riverston,61,198
river,riverian,60,93
river,riveris,60,62
river,riversurveyor,60,81
river,rivercenter,59,110
river,riverberante,57,91
river,riveramarcelino,56,56
river,riverkostoon,56,67
river,rivervalley,56,62
river,riverfest,55,81
renewable,renewable,815717,1160695
renewable,renewables,83185,94715
renewable,renewableenergyworld,8191,8191
renewable,renewableenergy,450,473
renewable,renewableuk,189,195
renewable,renewablesbiz,98,98
renewable,renewablesources,21,21
renewable,renewableand,15,15
renewable,renewableresources,15,16
renewable,renewableenergies,13,13
renewable,renewablepower,11,11
renewable,renewablebased,9,9
renewable,renewableresource,9,9
renewable,renewablestrue,9,9
renewable,renewablegeneration,8,9
renewable,renewableni,8,8
renewable,renewabletechnologies,8,8
renewable,renewableelectricity,7,7
renewable,renewablenatural,7,7
renewable,renewablewater,6,6
renewable,renewablehydrogen,5,7
renewable,renewableness,5,5
renewable,renewableplus,5,5
renewable,renewablepolyurethane,5,5
renewable,renewablesource,5,5
renewable,renewablebiomass,4,4
renewable,renewablediesel,4,4
renewable,renewablee,4,4
renewable,renewableintegration,4,4
renewable,renewablenepal,4,5
renewable,renewabletechnology,4,4
renewable,renewableenergyhub,3,3
renewable,renewableenergynow,3,3
renewable,renewableenergystocks,3,3
renewable,renewableergon,3,3
renewable,renewablefeedstock,3,3
renewable,renewablegenerations,3,3
renewable,renewablematerial,3,3
renewable,renewablemechanical,3,3
renewable,renewablepedia,3,3
renewable,renewablesand,3,3
renewable,renewablesenergy,3,3
renewable,renewablethe,3,3
renewable,renewablecarbohydrate,2,2
renewable,renewablecentral,2,2
renewable,renewableecl,2,2
renewable,renewableemploying,2,2
renewable,renewableenergylanguagemodel,2,6
renewable,renewableenergyquestionschatgpt,2,2
renewable,renewableenergyresources,2,2
renewable,renewableenergyst,2,2
renewable,renewablefreshwater,2,2
renewable,renewablefuel,2,2
renewable,renewablefuels,2,2
renewable,renewableglobenewswiretoday,2,2
renewable,renewablehour,2,4
renewable,renewableindigoidine,2,2
renewable,renewableintegrated,2,2
renewable,renewablematerials,2,2
renewable,renewablemeet,2,2
renewable,renewablemethanol,2,2
renewable,renewableraw,2,2
renewable,renewablereindeer,2,3
renewable,renewablesaction,2,2
renewable,renewablesandhumanrights,2,2
renewable,renewablesarebriefly,2,2
renewable,renewablesbased,2,2
renewable,renewablesfor,2,2
renewable,renewablespr,2,2
renewable,renewablesrise,2,2
renewable,renewablessources,2,2
renewable,renewablessupply,2,2
renewable,renewablesuccinic,2,2
renewable,renewableswebsite,2,2
renewable,renewablebarriers,1,1
renewable,renewablebasedraw,1,1
renewable,renewablebattery,1,1
renewable,renewablebioresources,1,1
renewable,renewablebut,1,1
renewable,renewablecarbon,1,1
renewable,renewablecities,1,1
renewable,renewablecollective,1,1
renewable,renewablecompany,1,1
renewable,renewablecondition,1,1
renewable,renewabled,1,1
renewable,renewabledispatch,1,1
renewable,renewabledominated,1,1
renewable,renewableenergiesare,1,1
renewable,renewableenergiesc,1,1
renewable,renewableenergiesthrough,1,1
renewable,renewableenergyarmenia,1,3
renewable,renewableenergycangeneratedfromrenewablesourceswhichareconstantlyrenewed,1,1
renewable,renewableenergychallenges,1,1
renewable,renewableenergycommunitybenefits,1,1
renewable,renewableenergydirectivecertification,1,1
renewable,renewableenergyfacilitiesestablishedat,1,1
renewable,renewableenergyforeachpublicbuilding,1,1
renewable,renewableenergyfoundation,1,1
renewable,renewableenergygpt,1,1
renewable,renewableenergyin,1,1
refrigerat,refrigeration,68940,113423
refrigerat,refrigerator,35538,54815
refrigerat,refrigerated,29219,41188
refrigerat,refrigerators,12338,16459
refrigerat,refrigerating,6776,9634
refrigerat,refrigerate,668,715
refrigerat,refrigeratory,124,171
refrigerat,refrigerateur,114,137
refrigerat,refrigerati,109,134
refrigerat,refrigerato,108,124
refrigerat,refrigerata,92,119
refrigerat,refrigerative,77,101
refrigerat,refrigerat,71,88
refrigerat,refrigerateurs,57,77
refrigerat,refrigerates,45,48
refrigerat,refrigerations,35,38
refrigerat,refrigeratore,27,34
refrigerat,refrigeratori,23,29
refrigerat,refrigerats,22,31
refrigerat,refrigerater,15,17
refrigerat,refrigeratoris,14,14
refrigerat,refrigerationsystem,12,14
refrigerat,refrigeraton,11,11
refrigerat,refrigeratation,8,8
refrigerat,refrigerationand,7,8
refrigerat,refrigeratior,7,7
refrigerat,refrigeratedstorage,6,6
refrigerat,refrigeratio,6,6
refrigerat,refrigerationcycle,6,6
refrigerat,refrigerationsystems,6,6
refrigerat,refrigeratoruse,6,6
refrigerat,refrigeratione,5,6
refrigerat,refrigerationin,5,5
refrigerat,refrigerativa,5,10
refrigerat,refrigeratorrefrigerator,5,5
refrigerat,refrigeratorsthe,5,7
refrigerat,refrigeratorwith,5,5
refrigerat,refrigeratedi,4,4
refrigerat,refrigeratin,4,4
refrigerat,refrigerationan,4,8
refrigerat,refrigerationcompressors,4,7
refrigerat,refrigerationg,4,4
refrigerat,refrigerationtemperature,4,4
refrigerat,refrigeratorcontrol,4,4
refrigerat,refrigeratorcu,4,16
refrigerat,refrigeratingeffect,3,3
refrigerat,refrigerationcite,3,3
refrigerat,refrigerationdevices,3,3
refrigerat,refrigerativo,3,3
refrigerat,refrigeratorand,3,3
refrigerat,refrigeratored,3,3
refrigerat,refrigeratoren,3,3
refrigerat,refrigeratorensis,3,3
refrigerat,refrigeratorischen,3,3
refrigerat,refrigeratorn,3,3
refrigerat,refrigeratorsection,3,3
refrigerat,refrigeratorsnew,3,3
refrigerat,refrigeratorthe,3,3
refrigerat,refrigeratam,2,2
refrigerat,refrigeratedcargo,2,3
refrigerat,refrigeraters,2,2
refrigerat,refrigerationa,2,2
refrigerat,refrigerationapplication,2,2
refrigerat,refrigerationb,2,2
refrigerat,refrigerationd,2,2
refrigerat,refrigerationem,2,2
refrigerat,refrigerationequipment,2,2
refrigerat,refrigerationfree,2,4
refrigerat,refrigerationhas,2,2
refrigerat,refrigerationkw,2,2
refrigerat,refrigerationm,2,2
refrigerat,refrigerationprocess,2,2
refrigerat,refrigerationrelative,2,2
refrigerat,refrigerationtechniquescrystal,2,2
refrigerat,refrigerationtechnologyis,2,2
refrigerat,refrigeratnt,2,2
refrigerat,refrigeratorcite,2,2
refrigerat,refrigeratorconditions,2,2
refrigerat,refrigeratorfeatures,2,2
refrigerat,refrigeratorfreezers,2,2
refrigerat,refrigeratories,2,3
refrigerat,refrigeratormarket,2,2
refrigerat,refrigeratorp,2,2
refrigerat,refrigeratorpush,2,2
refrigerat,refrigeratorseries,2,2
refrigerat,refrigeratorwild,2,2
refrigerat,refrigeratus,2,2
refrigerat,refrigeratd,1,1
refrigerat,refrigeratedand,1,1
refrigerat,refrigeratedas,1,1
refrigerat,refrigeratedchiller,1,1
refrigerat,refrigeratedcod,1,1
refrigerat,refrigeratedconditions,1,1
refrigerat,refrigeratedcool,1,1
refrigerat,refrigeratedfood,1,1
refrigerat,refrigeratedmetallic,1,1
refrigerat,refrigeratedminced,1,1
refrigerat,refrigeratedship,1,1
refrigerat,refrigeratedsolids,1,1
refrigerat,refrigerateing,1,1
reduc,reduction,5393441,7163208
reduc,reduced,5269125,6698053
reduc,reduce,4520803,5216623
reduc,reducing,2723618,3135043
reduc,reduces,1378100,1489586
reduc,reductions,465890,571153
reduc,reductase,174926,277100
reduc,reducir,123589,144002
reduc,reductive,115739,155848
reduc,reducci,111533,142452
reduc,reducao,34031,47176
reduc,reducible,28660,35652
reduc,reduccion,28361,36040
reduc,reducido,25966,27831
reduc,reduciendo,19861,20653
reduc,reductionist,18567,21057
reduc,reductant,18094,22466
reduc,reducida,17498,19629
reduc,reducer,16992,28939
reduc,reducibility,12620,16932
reduc,reductionism,12328,15470
reduc,reductases,11993,16212
reduc,reducen,11918,12346
reduc,reducers,7736,11164
reduc,reductants,7227,8881
reduc,reducidos,7093,7720
reduc,reducciones,6703,7699
reduc,reduc,5921,6314
reduc,reducidas,4844,5126
reduc,reductively,4371,4742
reduc,reductor,4018,5844
reduc,reducirse,3276,3333
reduc,reductores,3136,4487
reduc,reducera,3033,3714
reduc,reduct,2386,3720
reduc,reduccionista,2234,2349
reduc,reductio,2164,2567
reduc,reduci,2015,2103
reduc,reductasa,1994,3261
reduc,reducta,1934,2771
reduc,reductie,1903,2338
reduc,reductionistic,1871,2052
reduc,reducionista,1781,1865
reduc,reduccio,1760,2306
reduc,reducts,1641,2778
reduc,reduccionismo,1632,1830
reduc,reduceras,1358,1496
reduc,reduceren,1343,1496
reduc,reducoes,1292,1546
reduc,reducere,1284,1566
reduc,reductora,1241,1579
reduc,reducto,1083,1153
reduc,reduccionistas,1067,1088
reduc,reducionismo,1063,1203
reduc,reductoisomerase,1024,1301
reduc,reductoras,991,1269
reduc,reducering,818,949
reduc,reducting,800,868
reduc,reducirla,785,801
reduc,reductus,775,1137
reduc,reducionistas,764,795
reduc,reducethe,745,750
reduc,reducteur,740,869
reduc,reducirlo,722,736
reduc,reducted,722,788
reduc,reductional,676,843
reduc,reducerad,663,780
reduc,reductrice,630,711
reduc,reducerar,618,674
reduc,reducirlos,557,562
reduc,reducerea,550,643
reduc,reduceret,550,685
reduc,reductionof,539,544
reduc,reduccionismos,530,589
reduc,reductible,526,563
reduc,reductionists,519,657
reduc,reducibilities,497,715
reduc,reductionin,474,480
reduc,reducation,471,484
reduc,reducerade,462,539
reduc,reducirlas,433,445
reduc,reducteurs,424,502
reduc,reductos,422,434
reduc,reductiva,418,531
reduc,reduceres,399,434
reduc,reduciendose,386,396
reduc,reducira,375,387
reduc,reducingthe,331,337
reduc,reductrices,322,391
reduc,reducion,319,330
reduc,reductionsocial,307,308
reduc,reductum,305,441
reduc,reductivity,296,382
reduc,reducerat,287,324
reduc,reductionisms,287,317
reduc,reduciria,283,293
reduc,reducionismos,279,291
reduc,reductones,277,443
reduc,reducerer,272,313
reduc,reductone,270,435
recycl,recycling,529529,729646
recycl,recycled,150416,250126
recycl,recycle,63948,82738
recycl,recyclable,45620,55758
recycl,recyclability,23275,26665
recycl,recyclage,7704,10598
recycl,recycles,6350,6898
recycl,recycler,3143,4321
recycl,recyclers,2878,4363
recycl,recyclables,2312,3148
recycl,recycl,1832,2702
recycl,recyclization,1422,1626
recycl,recyclate,725,1286
recycl,recyclates,660,1205
recycl,recyclings,556,629
recycl,recyclingf,331,417
recycl,recyclages,242,251
recycl,recyclingpapier,175,192
recycl,recyclingverfahren,146,160
recycl,recyclabilit,142,167
recycl,recyclen,140,160
recycl,recyclant,115,122
recycl,recyclinggerechte,100,111
recycl,recyclingmaterial,98,119
recycl,recyclingprozess,94,102
recycl,recyclees,90,96
recycl,recyclingquoten,89,105
recycl,recyclent,85,86
recycl,recyclisierung,82,91
recycl,recycleurs,75,93
recycl,recyclingquote,73,80
recycl,recyclingof,72,72
recycl,recyclingprozesse,69,74
recycl,recyclisation,66,76
